4.7489021e-01 3.3415944e-02
2.7962871e+00 2.7604475e-02
5.1176841e+00 1.6707972e-02
7.4390810e+00 1.8160839e-02
9.7604779e+00 1.8887273e-02
1.2081875e+01 9.4436363e-03
1.4403272e+01 1.8160839e-02
1.6724669e+01 1.3802238e-02
1.9046066e+01 1.2349371e-02
2.1367463e+01 6.5379021e-03
2.3688860e+01 1.3075804e-02
2.6010256e+01 8.7172027e-03
2.8331653e+01 9.4436363e-03
3.0653050e+01 1.2349371e-02
3.2974447e+01 8.7172027e-03
3.5295844e+01 1.2349371e-02
3.7617241e+01 1.4528671e-02
3.9938638e+01 2.7604475e-02
4.2260035e+01 3.6321678e-03
4.4581432e+01 7.2643356e-03
4.6902829e+01 2.9057342e-03
4.9224226e+01 5.8114685e-03
5.1545623e+01 7.2643356e-03
5.3867020e+01 5.8114685e-03
5.6188417e+01 7.2643356e-03
5.8509814e+01 6.5379021e-03
6.0831210e+01 5.0850349e-03
6.3152607e+01 6.5379021e-03
6.5474004e+01 5.0850349e-03
6.7795401e+01 5.8114685e-03
7.0116798e+01 5.8114685e-03
7.2438195e+01 5.0850349e-03
7.4759592e+01 4.3586014e-03
7.7080989e+01 6.5379021e-03
7.9402386e+01 8.7172027e-03
8.1723783e+01 6.5379021e-03
8.4045180e+01 1.4528671e-03
8.6366577e+01 2.1793007e-03
8.8687974e+01 7.2643356e-03
9.1009371e+01 3.6321678e-03
9.3330768e+01 7.2643356e-03
9.5652164e+01 2.1793007e-03
9.7973561e+01 3.6321678e-03
1.0029496e+02 3.6321678e-03
1.0261636e+02 3.6321678e-03
1.0493775e+02 2.1793007e-03
1.0725915e+02 2.1793007e-03
1.0958055e+02 7.2643356e-04
1.1190194e+02 7.2643356e-04
1.1422334e+02 7.2643356e-04
1.1654474e+02 2.1793007e-03
