1.7751730e-04 8.1251865e+01
4.7548462e-03 2.2634448e+01
9.3321750e-03 2.5453391e+01
1.3909504e-02 2.2136988e+01
1.8486833e-02 1.5421272e+01
2.3064162e-02 1.1027039e+01
2.7641490e-02 7.1302657e+00
3.2218819e-02 7.6277261e+00
3.6796148e-02 6.2182550e+00
4.1373477e-02 3.9796832e+00
4.5950806e-02 2.9847624e+00
5.0528135e-02 2.7360322e+00
5.5105464e-02 1.4923812e+00
5.9682792e-02 9.9492080e-01
6.4260121e-02 1.1607409e+00
6.8837450e-02 7.4619060e-01
7.3414779e-02 2.4873020e-01
7.7992108e-02 4.9746040e-01
8.2569437e-02 5.8037047e-01
8.7146766e-02 3.3164027e-01
9.1724094e-02 5.8037047e-01
9.6301423e-02 4.1455033e-01
1.0087875e-01 5.8037047e-01
1.0545608e-01 3.3164027e-01
1.1003341e-01 8.2910067e-02
1.1461074e-01 8.2910067e-02
1.1918807e-01 8.2910067e-02
1.2376540e-01 8.2910067e-02
1.2834273e-01 8.2910067e-02
1.3292005e-01 2.4873020e-01
1.3749738e-01 1.6582013e-01
1.4207471e-01 8.2910067e-02
1.4665204e-01 8.2910067e-02
1.5122937e-01 8.2910067e-02
1.5580670e-01 8.2910067e-02
1.6038403e-01 8.2910067e-02
1.6496136e-01 1.6582013e-01
1.6953869e-01 8.2910067e-02
1.7411601e-01 8.2910067e-02
1.7869334e-01 8.2910067e-02
1.8327067e-01 8.2910067e-02
1.8784800e-01 1.6582013e-01
1.9242533e-01 8.2910067e-02
1.9700266e-01 1.6582013e-01
2.0157999e-01 8.2910067e-02
2.0615732e-01 8.2910067e-02
2.1073464e-01 8.2910067e-02
2.1531197e-01 1.6582013e-01
2.1988930e-01 8.2910067e-02
2.2446663e-01 8.2910067e-02
2.2904396e-01 8.2910067e-02
