  0.0000000e+000  4.1349439e-003
  5.0000000e-001  1.6051057e-003
  1.0000000e+000  2.1273639e-003
  1.5000000e+000  3.1479237e-003
  2.0000000e+000  4.5134613e-003
  2.5000000e+000  7.9536580e-003
  3.0000000e+000  2.1680905e-002
  3.5000000e+000  4.5369390e-002
  4.0000000e+000  7.7768568e-002
  4.5000000e+000  1.0812663e-001
  5.0000000e+000  1.2771371e-001
  5.5000000e+000  1.4105764e-001
  6.0000000e+000  1.4601670e-001
  6.5000000e+000  1.4502010e-001
  7.0000000e+000  1.3659689e-001
  7.5000000e+000  1.2766579e-001
  8.0000000e+000  1.1624319e-001
  8.5000000e+000  1.0573095e-001
  9.0000000e+000  9.4006488e-002
  9.5000000e+000  8.4184199e-002
  1.0000000e+001  7.3120948e-002
  1.0500000e+001  6.6178267e-002
  1.1000000e+001  5.5891217e-002
  1.1500000e+001  4.9863686e-002
  1.2000000e+001  4.4267377e-002
  1.2500000e+001  3.8766896e-002
  1.3000000e+001  3.1383409e-002
  1.3500000e+001  2.7037646e-002
  1.4000000e+001  2.2198372e-002
  1.4500000e+001  1.8465902e-002
  1.5000000e+001  1.4752598e-002
  1.5500000e+001  1.2658774e-002
  1.6000000e+001  1.0066648e-002
  1.6500000e+001  8.1501037e-003
  1.7000000e+001  6.4731277e-003
  1.7500000e+001  4.9878060e-003
  1.8000000e+001  3.7468437e-003
  1.8500000e+001  3.0568878e-003
  1.9000000e+001  2.3429751e-003
  1.9500000e+001  1.7105156e-003
  2.0000000e+001  1.3080413e-003
  2.0500000e+001  9.3910660e-004
  2.1000000e+001  6.9474723e-004
  2.1500000e+001  3.4018658e-004
  2.2000000e+001  3.2102113e-004
  2.2500000e+001  1.6769761e-004
  2.3000000e+001  1.2936673e-004
  2.3500000e+001  1.2457537e-004
  2.4000000e+001  6.7079043e-005
  2.4500000e+001  4.3122242e-005
  2.5000000e+001  8.1453124e-005
