  0.0000000e+000  6.7478323e-004
  3.0000000e+000  2.5234497e-004
  6.0000000e+000  3.2102113e-004
  9.0000000e+000  3.3299954e-004
  1.2000000e+001  2.8668305e-004
  1.5000000e+001  2.8269025e-004
  1.8000000e+001  2.7789889e-004
  2.1000000e+001  3.0185569e-004
  2.4000000e+001  2.8668305e-004
  2.7000000e+001  3.0584849e-004
  3.0000000e+001  3.7931602e-004
  3.3000000e+001  4.3601378e-004
  3.6000000e+001  5.0708562e-004
  3.9000000e+001  6.9474723e-004
  4.2000000e+001  8.4088372e-004
  4.5000000e+001  1.1251711e-003
  4.8000000e+001  1.5356310e-003
  5.1000000e+001  2.1936444e-003
  5.4000000e+001  2.8596435e-003
  5.7000000e+001  3.9408938e-003
  6.0000000e+001  5.0820361e-003
  6.3000000e+001  6.6456166e-003
  6.6000000e+001  8.7641964e-003
  6.9000000e+001  1.0858021e-002
  7.2000000e+001  1.3268874e-002
  7.5000000e+001  1.5988769e-002
  7.8000000e+001  1.8461111e-002
  8.1000000e+001  2.0902309e-002
  8.4000000e+001  2.2912285e-002
  8.7000000e+001  2.4420764e-002
  9.0000000e+001  2.4642764e-002
  9.3000000e+001  2.4082974e-002
  9.6000000e+001  2.2751774e-002
  9.9000000e+001  2.0752978e-002
  1.0200000e+002  1.8101759e-002
  1.0500000e+002  1.5210173e-002
  1.0800000e+002  1.2179638e-002
  1.1100000e+002  9.4006488e-003
  1.1400000e+002  7.0217384e-003
  1.1700000e+002  4.9390938e-003
  1.2000000e+002  3.3148227e-003
  1.2300000e+002  2.1896516e-003
  1.2600000e+002  1.4302210e-003
  1.2900000e+002  8.1213556e-004
  1.3200000e+002  5.0788418e-004
  1.3500000e+002  3.0345281e-004
  1.3800000e+002  1.7488465e-004
  1.4100000e+002  9.9820005e-005
  1.4400000e+002  7.9856004e-005
  1.4700000e+002  5.1906402e-005
  1.5000000e+002  1.4533793e-004
