-1.4598425e+01 2.0033758e-04
-1.2757874e+01 4.0067517e-04
-1.0917323e+01 6.0101275e-04
-9.0767718e+00 1.2521099e-03
-7.2362207e+00 1.4524475e-03
-5.3956696e+00 2.1035446e-03
-3.5551185e+00 3.8064141e-03
-1.7145674e+00 7.1119842e-03
1.2598374e-01 6.1603807e-03
1.9665349e+00 8.4141785e-03
3.8070860e+00 8.7647693e-03
5.6476371e+00 1.0317386e-02
7.4881882e+00 7.4124906e-03
9.3287393e+00 1.0517723e-02
1.1169290e+01 9.7664572e-03
1.3009842e+01 1.3522787e-02
1.4850393e+01 1.2671352e-02
1.6690944e+01 1.0517723e-02
1.8531495e+01 1.8180636e-02
2.0372046e+01 2.0384349e-02
2.2212597e+01 1.8781648e-02
2.4053148e+01 1.4324137e-02
2.5893699e+01 1.7930214e-02
2.7734250e+01 1.6227344e-02
2.9574802e+01 2.2387725e-02
3.1415353e+01 2.2588063e-02
3.3255904e+01 1.8431058e-02
3.5096455e+01 2.8498021e-02
3.6937006e+01 2.2287556e-02
3.8777557e+01 1.5976922e-02
4.0618108e+01 2.2187387e-02
4.2458659e+01 1.9783336e-02
4.4299210e+01 2.0584687e-02
4.6139762e+01 1.4023631e-02
4.7980313e+01 1.8230720e-02
4.9820864e+01 1.4223968e-02
5.1661415e+01 1.8831733e-02
5.3501966e+01 1.4875066e-02
5.5342517e+01 9.7163728e-03
5.7183068e+01 1.3072027e-02
5.9023619e+01 8.6646005e-03
6.0864171e+01 4.2070893e-03
6.2704722e+01 4.6077644e-03
6.4545273e+01 2.8047262e-03
6.6385824e+01 1.7028695e-03
6.8226375e+01 1.4524475e-03
7.0066926e+01 1.5526163e-03
7.1907477e+01 7.0118154e-04
7.3748028e+01 1.0016879e-03
7.5588579e+01 5.0084396e-05
7.7429131e+01 5.0084396e-05
