1.0761867e-01 1.8747533e-01
2.1523733e-01 6.1316471e-01
3.2285600e-01 3.8836632e+00
4.3047466e-01 2.0742683e+00
5.3809333e-01 1.1652709e+00
6.4571200e-01 5.2458692e-01
7.5333066e-01 2.9325269e-01
8.6094933e-01 1.5995601e-01
9.6856799e-01 9.4597642e-02
1.0761867e+00 5.9338521e-02
1.1838053e+00 3.6979078e-02
1.2914240e+00 3.9559014e-02
1.3990427e+00 2.4939378e-02
1.5066613e+00 1.2039700e-02
1.6142800e+00 1.8059550e-02
1.7218987e+00 1.3759657e-02
1.8295173e+00 1.2039700e-02
1.9371360e+00 1.5479614e-02
2.0447547e+00 5.1598714e-03
2.1523733e+00 1.1179721e-02
2.2599920e+00 4.2998928e-03
2.3676107e+00 5.1598714e-03
2.4752293e+00 5.1598714e-03
2.5828480e+00 2.5799357e-03
2.6904666e+00 4.2998928e-03
2.7980853e+00 3.4399142e-03
2.9057040e+00 2.5799357e-03
3.0133226e+00 3.4399142e-03
3.1209413e+00 2.5799357e-03
3.2285600e+00 8.5997856e-04
3.3361786e+00 1.7199571e-03
3.4437973e+00 3.4399142e-03
3.5514160e+00 8.5997856e-04
3.6590346e+00 8.5997856e-04
3.7666533e+00 1.7199571e-03
3.8742720e+00 8.5997856e-04
3.9818906e+00 8.5997856e-04
4.0895093e+00 8.5997856e-04
4.1971280e+00 8.5997856e-04
4.3047466e+00 8.5997856e-04
4.4123653e+00 8.5997856e-04
4.5199840e+00 8.5997856e-04
4.6276026e+00 8.5997856e-04
4.7352213e+00 8.5997856e-04
4.8428400e+00 8.5997856e-04
4.9504586e+00 8.5997856e-04
5.0580773e+00 8.5997856e-04
5.1656960e+00 8.5997856e-04
5.2733146e+00 8.5997856e-04
5.3809333e+00 8.5997856e-04
5.4885520e+00 8.5997856e-04
