0.0000000e+00 1.8556618e-02
2.0000000e-02 3.7920045e-02
4.0000000e-02 6.9789019e-02
6.0000000e-02 9.1976280e-02
8.0000000e-02 1.0891928e-01
1.0000000e-01 1.5006656e-01
1.2000000e-01 1.6095849e-01
1.4000000e-01 1.8677639e-01
1.6000000e-01 2.1622494e-01
1.8000000e-01 2.2832708e-01
2.0000000e-01 2.5011094e-01
2.2000000e-01 2.9206503e-01
2.4000000e-01 3.0941143e-01
2.6000000e-01 3.4652467e-01
2.8000000e-01 3.7032555e-01
3.0000000e-01 3.8968897e-01
3.2000000e-01 4.2317157e-01
3.4000000e-01 4.5140990e-01
3.6000000e-01 4.8610271e-01
3.8000000e-01 5.2119892e-01
4.0000000e-01 5.8251644e-01
4.2000000e-01 6.0107306e-01
4.4000000e-01 6.3576586e-01
4.6000000e-01 7.0878212e-01
4.8000000e-01 7.3581024e-01
5.0000000e-01 8.0116181e-01
5.2000000e-01 8.3908185e-01
5.4000000e-01 8.6691678e-01
5.6000000e-01 8.9717213e-01
5.8000000e-01 9.6454072e-01
6.0000000e-01 1.0218242e+00
6.2000000e-01 1.0762838e+00
6.4000000e-01 1.1343741e+00
6.6000000e-01 1.2517649e+00
6.8000000e-01 1.3126790e+00
7.0000000e-01 1.3433378e+00
7.2000000e-01 1.4224051e+00
7.4000000e-01 1.5494776e+00
7.6000000e-01 1.6220904e+00
7.8000000e-01 1.7156803e+00
8.0000000e-01 1.8294405e+00
8.2000000e-01 1.9250474e+00
8.4000000e-01 2.0698697e+00
8.6000000e-01 2.1630562e+00
8.8000000e-01 2.3667756e+00
9.0000000e-01 2.5027230e+00
9.2000000e-01 2.6467385e+00
9.4000000e-01 2.6903062e+00
9.6000000e-01 2.8145548e+00
9.8000000e-01 2.7778450e+00
1.0000000e+00 2.7778450e+00
