-4.0000000e+01 1.3724447e-05
-3.8980000e+01 2.7448894e-05
-3.7960000e+01 1.3724447e-05
-3.6940000e+01 4.1173341e-05
-3.5920000e+01 1.3724447e-04
-3.4900000e+01 1.7841781e-04
-3.3880000e+01 1.5096892e-04
-3.2860000e+01 1.7841781e-04
-3.1840000e+01 2.3331560e-04
-3.0820000e+01 3.1566228e-04
-2.9800000e+01 5.2152899e-04
-2.8780000e+01 4.8035565e-04
-2.7760000e+01 1.0018846e-03
-2.6740000e+01 1.3587203e-03
-2.5720000e+01 1.6332092e-03
-2.4700000e+01 2.3057071e-03
-2.3680000e+01 2.4429516e-03
-2.2660000e+01 2.9644806e-03
-2.1640000e+01 4.0349875e-03
-2.0620000e+01 5.4074322e-03
-1.9600000e+01 5.7368189e-03
-1.8580000e+01 6.6838058e-03
-1.7560000e+01 6.8484991e-03
-1.6540000e+01 8.3719128e-03
-1.5520000e+01 9.0718596e-03
-1.4500000e+01 1.0705069e-02
-1.3480000e+01 1.1459913e-02
-1.2460000e+01 1.3051949e-02
-1.1440000e+01 1.4685158e-02
-1.0420000e+01 1.6867346e-02
-9.4000000e+00 2.4772627e-02
-8.3800000e+00 2.4223649e-02
-7.3600000e+00 2.8176290e-02
-6.3400000e+00 3.3720967e-02
-5.3200000e+00 3.8222585e-02
-4.3000000e+00 4.4233893e-02
-3.2800000e+00 5.3127335e-02
-2.2600000e+00 5.9042572e-02
-1.2400000e+00 6.0003283e-02
-2.2000000e-01 6.3585364e-02
8.0000000e-01 7.6047162e-02
1.8200000e+00 6.1869808e-02
2.8400000e+00 5.6366304e-02
3.8600000e+00 5.1645095e-02
4.8800000e+00 5.1864686e-02
5.9000000e+00 3.7824576e-02
6.9200000e+00 2.4745178e-02
7.9400000e+00 1.8939737e-02
8.9600000e+00 1.3573478e-02
9.9800000e+00 3.0289855e-02
1.1000000e+01 3.0289855e-02
